countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
CYPRUS,,,,,,,,,,,0.01,,,0.0,,,0.0,0.0,0.0,,0.0,,,,,
UNION OF SERBIA &amp; MONTENEGRO,,,,,,,,,,,0.0,,,,0.0,,,,0.06,,0.0,,,,,
VENEZUELA,,,,,,,,,,,0.01,,,,,0.0,0.0,0.0,,,,,,,,
BOSNIA-HRZGOVIN,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
ESTONIA,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
MALTA,,,,,,,,,,,,0.01,,,,,0.0,,,,0.0,,,,,
BARBADOS,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,
BERMUDA,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,
LITHUANIA,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRGIN IS US,,,,,,,,,,,,,,,,,,,,,,,,,0.01,
ETHIOPIA,,,0.0,,,,,,,,,0.0,,,0.01,,,,,,,0.04,0.08,,,
CAMEROON,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
GHANA,,0.0,,0.0,0.01,,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.09,,,,,,,
GREECE,0.0,,0.0,0.0,0.0,0.01,,,,0.0,0.0,0.0,0.0,0.01,,0.02,0.0,0.1,0.08,0.0,0.2,,0.0,,,
GUATEMALA,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,
HONG KONG,0.06,0.05,0.07,0.13,0.38,0.05,0.01,0.05,0.29,0.22,0.6,0.0,0.02,0.0,0.02,0.09,0.47,0.15,0.03,0.0,0.01,,0.0,,,
HUNGARY,,,,0.0,0.0,,,0.01,,,,,,,,0.04,,0.01,0.26,0.03,0.06,,0.07,,,
IRELAND,0.03,,,,,,0.0,,,0.0,0.01,,0.02,0.02,0.01,0.06,0.07,0.06,0.65,1.26,2.25,0.01,0.27,,0.04,
ISRAEL,0.09,0.33,0.42,0.26,0.37,0.29,0.22,0.2,,,,0.08,0.03,0.0,0.0,0.02,0.01,0.04,1.78,0.05,0.01,0.01,0.04,0.0,,
ITALY,0.16,0.07,0.1,0.65,0.69,0.21,0.05,0.08,0.04,0.12,0.18,0.09,0.01,0.17,0.3,0.35,0.8,0.88,1.43,2.21,3.69,0.13,0.45,0.04,0.31,0.29
JAPAN,0.15,0.16,0.2,0.3,0.34,0.2,0.12,0.15,0.15,0.04,0.01,0.02,0.01,0.02,0.11,0.04,0.18,0.08,0.05,0.13,0.17,0.01,0.07,0.01,0.0,0.05
KAZAKHSTAN,0.0,,,0.03,,,,,,,,,,,,0.01,,0.25,0.03,0.07,0.37,0.1,,,,
KENYA,,0.06,,,0.0,0.03,0.0,0.01,0.0,0.05,0.05,0.0,0.0,0.05,0.07,,0.01,,0.06,0.0,0.0,0.01,0.05,0.0,,
KYRGHYZSTAN,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.29,0.51,1.6,4.37,1.29,0.08,,,
KOREA RP,0.1,0.01,0.04,0.15,0.17,0.06,,0.0,0.07,0.05,,0.0,0.0,,,0.0,0.02,0.04,0.01,0.03,,0.0,0.02,,,
KUWAIT,0.07,0.0,0.0,0.01,0.01,0.03,0.02,0.03,0.02,0.0,0.01,,,0.02,0.12,0.19,0.01,0.15,1.19,0.25,0.16,0.02,0.09,0.02,0.21,0.04
LEBANON,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.01,,,,0.04
MALAYSIA,0.0,0.0,0.1,0.01,0.04,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.01,0.23,0.38,0.24,0.02,0.05,,,
MALDIVES,0.0,0.0,0.0,0.0,0.01,0.01,0.0,,0.0,0.0,,,0.01,0.0,,0.0,,,,,,0.0,0.01,,,
MALI,,0.02,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,
MAURITIUS,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.03,0.0,0.0,0.01,0.1,0.01,0.0,0.01,,,0.04,0.01,0.0,,,
GERMANY,0.46,1.12,0.25,0.35,1.86,3.5,0.46,0.76,0.98,0.59,0.57,0.8,1.07,0.5,2.7,1.0,0.77,3.23,8.0,9.24,15.46,0.37,1.06,0.05,0.72,0.35
MEXICO,0.03,0.12,0.25,0.43,0.2,0.02,0.01,0.01,0.58,0.19,0.22,0.03,,0.01,0.14,0.08,0.15,0.59,0.18,0.48,0.15,0.38,0.01,0.13,0.02,
FRANCE,0.45,0.37,0.23,0.06,0.11,0.21,0.31,0.52,2.13,0.39,1.25,2.83,1.27,1.56,1.59,0.74,0.93,1.07,3.72,4.41,7.33,0.31,0.8,0.14,0.76,0.33
FINLAND,,0.02,,0.07,,0.01,,0.02,,0.07,0.08,,0.01,0.0,0.01,0.03,0.03,8.46,0.06,0.3,0.39,0.04,0.01,,,
AUSTRALIA,0.23,0.22,0.27,0.35,0.37,0.04,0.15,0.12,0.12,0.09,0.12,0.1,0.03,0.07,0.07,0.02,0.2,0.51,0.8,0.15,0.44,0.04,0.14,,0.03,0.04
AUSTRIA,0.01,,0.03,0.09,,0.01,0.0,,0.01,,,,0.0,,0.0,0.01,0.02,0.15,0.03,0.0,0.34,0.09,0.19,0.05,0.02,0.0
BAHARAIN IS,0.02,0.0,,0.0,0.01,0.0,0.0,,,0.0,,,,0.0,0.0,0.03,0.0,0.0,0.01,0.04,0.05,0.04,0.01,,0.01,
BANGLADESH PR,0.01,0.03,0.01,0.01,0.0,,0.1,0.01,0.0,0.1,,,0.0,,0.02,0.0,0.03,0.52,0.02,0.0,0.01,0.0,0.0,,,
BELGIUM,0.1,,0.0,0.05,0.02,0.03,0.03,0.21,0.04,0.15,0.05,0.1,0.08,0.03,0.07,0.07,0.3,0.32,3.2,1.21,2.61,0.11,0.09,0.01,0.04,
BHUTAN,0.06,0.03,0.01,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0
BRAZIL,0.0,0.0,0.07,0.01,0.05,0.01,0.0,,0.01,0.03,0.04,0.02,0.02,,,,,0.01,,,0.02,,0.0,,,
BULGARIA,,,,,,,,,,,,,,,,,,0.01,0.23,,0.01,,,,,
BURKINA FASO,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,
BELARUS,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
CAMBODIA,0.0,0.0,,,,,,,,,,,,,,,,0.03,,,,,,,,
CANADA,1.39,0.87,0.7,0.39,0.38,0.08,0.05,0.06,0.06,0.08,0.18,0.06,0.02,0.03,0.24,0.16,0.32,0.48,1.41,1.27,2.73,0.32,0.36,0.24,0.22,0.12
CAYMAN IS,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
CHILE,0.05,0.01,,0.02,0.04,0.02,,0.01,0.02,,0.02,0.0,0.01,,,0.02,,0.0,,0.21,0.73,0.04,,0.01,,
TAIWAN,0.01,,,0.12,0.16,0.18,,0.0,0.0,0.0,0.0,,,,,0.01,0.02,0.01,0.01,0.01,0.0,,0.01,,,
CHINA P RP,0.43,0.09,0.04,0.18,0.19,0.06,0.04,0.05,0.05,0.0,0.0,0.01,0.0,0.01,0.03,,0.0,0.0,0.02,0.09,0.05,,,,,
CZECH REPUBLIC,0.05,0.0,0.12,,0.0,0.02,0.16,0.03,0.6,0.47,0.49,,0.0,,0.01,0.02,0.01,0.0,0.05,0.15,0.47,,0.02,,0.02,
DENMARK,0.09,0.23,0.08,0.03,0.58,1.0,0.01,0.02,0.01,0.0,0.01,0.02,0.01,0.06,0.03,0.05,0.11,0.23,0.82,1.86,2.24,0.03,0.04,0.05,0.15,
EGYPT A RP,,0.0,0.0,,,0.01,,,,0.0,,0.0,0.0,0.0,,,0.19,0.26,,0.0,0.01,0.0,,,,
FIJI IS,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,0.07,,,,,,
CONGO P REP,,,,,0.0,0.0,,0.01,0.0,,,0.0,0.0,,,0.02,0.0,,,,,,0.02,,,
MOLDOVA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
NEPAL,0.0,0.11,0.02,0.05,0.05,0.02,0.06,0.01,0.0,0.01,0.02,0.06,0.0,,0.0,,0.0,,0.0,0.01,,,,,,
TANZANIA REP,0.0,0.02,0.01,0.0,,0.0,,0.01,0.0,0.0,,0.0,0.0,0.02,0.0,0.0,,0.0,0.0,0.01,0.03,0.03,0.1,0.03,,
THAILAND,0.0,0.0,,0.0,0.02,,0.0,0.01,0.0,,0.0,,0.04,,0.0,0.01,,0.12,0.16,,0.01,,,,,0.16
TOGO,,,,,,,,,,,,0.0,0.0,0.0,,0.01,,0.05,0.03,,0.0,0.0,,,,
TURKEY,,,,0.0,0.07,0.06,,0.02,0.0,,0.0,,0.01,0.01,,,0.02,0.03,0.02,0.0,,0.0,,,,
UGANDA,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.0,,,,
U ARAB EMTS,0.08,0.11,0.38,0.5,0.32,1.27,0.39,0.65,0.74,0.29,0.03,0.07,0.1,0.18,0.34,0.26,1.08,13.94,6.29,10.75,7.65,5.28,12.14,0.79,0.11,0.45
U K,0.23,0.3,0.59,0.31,0.71,0.4,0.64,0.6,0.33,0.11,0.1,0.32,0.09,0.41,0.92,1.02,0.66,1.9,3.74,4.04,5.22,0.67,3.07,0.23,0.72,0.07
U S A,9.46,14.7,8.16,14.1,7.2,2.45,1.45,3.86,1.37,0.97,0.83,1.43,0.96,0.95,1.58,3.31,18.01,17.02,11.19,5.09,9.16,1.93,5.22,1.16,2.99,1.25
URUGUAY,,0.22,0.03,0.0,0.01,0.0,,,,,,,,,,,,,,,,,,,,
UZBEKISTAN,0.0,,,,,,,,,,,,,,,,,,,0.01,,,,,,
CONGO D. REP.,0.02,0.01,0.0,0.0,0.02,,,0.0,0.01,0.01,0.0,,,,,,,,,,,,,,,
ZAMBIA,0.0,0.0,0.0,0.0,0.0,0.0,,,0.03,0.01,0.0,0.01,,,,0.0,,,,,0.0,0.0,0.01,,,
UNSPECIFIED,,0.01,,,,,,,0.0,,,,0.01,0.01,,,,,0.02,0.31,0.61,0.0,,,,
AFGHANISTAN,,,0.5,,0.01,,,,,,0.01,0.01,0.0,,0.0,0.15,0.02,0.33,0.03,0.26,,,,,,
ALBANIA,,,0.01,,,,,,,,,,,,,,,,,,,,,,,
ANTIGUA,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,,,
ARUBA,,,0.0,0.0,0.0,,,,0.0,,,0.05,,0.02,,,,,,,,,,,,
MOZAMBIQUE,,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,,,,,
SWEDEN,0.06,0.07,0.1,0.05,0.08,0.06,0.01,0.02,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.06,0.09,0.11,2.2,1.51,0.06,0.12,0.1,0.02,
SWITZERLAND,0.06,0.01,0.0,0.04,0.1,0.35,0.12,0.28,0.8,0.02,0.1,0.05,0.05,0.02,0.11,0.3,0.06,0.41,2.8,6.1,6.85,0.14,0.56,0.06,0.07,0.0
SRI LANKA DSR,,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.05,0.22,0.01,0.03,0.0,0.1,0.01,0.04,0.12,0.83,0.32,0.26,0.05,0.35,0.02,,
NETHERLAND,1.24,2.42,5.27,5.93,5.19,1.03,0.36,1.5,0.39,0.54,1.26,0.11,0.08,0.15,0.73,0.39,0.41,0.53,1.94,3.44,7.17,0.13,0.61,0.03,0.24,0.11
NEW ZEALAND,0.01,0.0,0.01,0.04,0.02,0.0,,0.0,0.01,0.0,0.0,0.01,0.0,,0.0,0.01,0.0,0.06,0.03,0.0,0.03,0.0,0.0,,0.04,
NIGERIA,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.01,0.72,0.5,,0.02,,0.18,0.32,0.06,0.01,0.09,,,
NORWAY,0.0,0.01,0.0,0.01,0.0,0.0,,0.02,0.0,,0.0,,0.0,,0.01,0.06,0.01,0.04,0.09,0.14,1.08,0.02,0.04,,0.02,0.03
OMAN,0.0,0.02,0.0,,0.02,0.0,,0.0,0.0,0.0,0.0,0.11,,0.01,0.0,0.0,0.02,0.01,0.0,0.01,0.04,0.01,0.0,,0.03,
PANAMA REPUBLIC,0.12,0.18,0.16,0.17,0.16,0.04,0.01,0.01,0.01,0.02,0.01,,,,0.02,0.01,0.0,,0.07,0.38,0.22,0.37,0.1,,,
PAPUA N GNA,,0.0,,,0.0,,,,0.01,,0.0,,,,,,,,,,0.0,,,,,
ST KITT N A,0.0,,,,0.01,,,,,,,,0.0,,0.0,,,,,,,,,,,
POLAND,0.02,0.01,0.01,0.08,0.06,0.0,,0.06,0.01,0.0,0.0,,0.0,,0.03,0.0,,0.17,0.01,0.21,0.68,0.11,0.01,,0.09,
PHILIPPINES,,0.0,0.0,0.0,0.0,0.01,,0.0,,0.0,0.0,0.0,,,,,0.0,,,,,,0.01,,,
QATAR,0.0,0.0,0.0,,0.03,0.0,0.03,0.0,0.02,0.01,0.0,,0.0,,0.01,0.0,0.0,0.01,0.01,0.01,0.06,0.02,0.0,,,
REUNION,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,
ROMANIA,,,,,0.0,,0.0,0.01,0.01,0.0,0.0,,0.01,0.01,0.0,0.01,,0.01,,,0.01,0.05,,,,
SAUDI ARAB,0.01,0.01,0.01,0.05,0.02,0.02,0.28,0.34,0.06,0.06,0.01,0.0,0.04,0.08,0.05,0.08,0.23,0.65,1.07,0.92,0.31,0.13,0.16,0.13,0.9,0.24
SENEGAL,,0.0,,,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,
SLOVAK REP,0.01,,,0.0,,,,,,,,,,,,,0.01,0.01,0.0,,,,,,,
SINGAPORE,0.01,0.03,0.11,0.01,0.1,0.02,0.02,0.02,0.05,0.01,0.03,0.04,0.02,0.01,0.15,0.07,0.01,0.17,0.18,0.19,1.19,0.01,0.23,0.35,0.01,0.0
SPAIN,0.11,0.04,0.02,0.06,0.09,,0.04,0.01,0.03,0.02,0.01,0.04,0.02,0.02,0.33,0.39,1.11,4.93,0.77,0.85,1.23,0.03,0.16,,0.12,0.24
PORTUGAL,,0.02,0.0,0.06,,0.01,,0.01,0.03,,,0.01,0.01,0.01,0.02,0.06,0.01,0.02,0.01,0.01,0.41,0.01,0.06,,0.02,0.0
C AFRI REP,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
Total,15.52,22.17,18.47,25.33,20.68,12.67,5.45,10.15,9.21,5.0,6.88,6.84,4.55,5.94,11.66,9.63,26.85,60.34,58.1,67.83,126.57,24.03,44.43,3.85,7.92,3.99
India's Total,298285.79,422004.4,291808.48,313361.04,330078.09,303526.16,275852.43,262291.09,310338.48,314405.3,300400.58,305963.92,249815.55,178751.43,185295.36,163132.18,126414.05,103090.53,83535.94,63842.55,52719.43,43826.72,44560.29,36822.49,33218.72,34784.98
%Share,0.0052,0.0053,0.0063,0.0081,0.0063,0.0042,0.002,0.0039,0.003,0.0016,0.0023,0.0022,0.0018,0.0033,0.0063,0.0059,0.0212,0.0585,0.0696,0.1063,0.2401,0.0548,0.0997,0.0105,0.0238,0.0115
