2113,2004.10,,Potatoes
2114,2004.10.00,,Potatoes
2115,2004.90,,Other vegetables and Mixtures of vegetables
2116,2004.90.00,,Other vegetables and mixtures of vegetables
2117,2005,,"Other vegetables prepared or preserved otherwise than by vinegar
or acetic acid, not frozen, other than products of heading 2006."
2118,2005.10,,Homogenised vegetables
2119,2005.10.00,,Homogenised vegetables
2120,2005.20,,Potatoes
2121,2005.20.00,,Potatoes
2122,2005.40,,Peas (Pisum sativum)
2123,2005.40.00,,"Peas (pisum, sativum)"
2124,,,"Beans, (Vigna spp. Phaseolus spp.) :"
2125,2006,,"Beans, Shelled"
2126,2005.51.00,,"Beans, shelled"
2127,2006,,Other
2128,2005.59.00,,Other
2129,2005.60,,Asparagus
2130,2005.60.00,,Asparagus
2131,2005.70,,Olives
2132,2005.70.00,,Olives
2133,2005.80,,Sweet corn (Zea mays var. saccharata)
2134,2005.80.00,,Sweet corn (Zea mays var. saccharata)
2135,,,Other vegetables and mixtures of vegetables :
2136,2006,,Bamboo shoots
2137,2005.91.00,,Other vegetables and mixtures of vegetables-Bamboo shoots
2138,2006,,Other
2139,2005.99.00,,Other
2140,2006,,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved
by sugar (drained, glacé or crystallised)."
2141,2006.00,,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved
by sugar (drained, glacé or crystallised)."
2142,2006.00.00,,"VEGETABLES, FRUITS, NUTS, FRUIT-PEEL AND OTHER PARTS OF
PLANTS, PRESERVED BY SUGAR (DRAINED, GLACE OR
CRYSTALLISED)"
,,,
SL NO,HS CODE,,DESCRIPTION
2143,2007,,"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut
pastes, obtained by cooking, whether or not containing added sugar
or other sweetening matter."
2144,2007.10,,Homogenised Preparations
2145,2007.10.00,,Homogenised preparations
2146,,,Other :
2147,2008,,Citrus fruit
2148,2007.91.00,,Citrus fruit
2149,2008,,Other
2150,2007.99.10,,mango
2151,2007.99.20,,Guava
2152,2007.99.30,,Pine apple
2153,2007.99.40,,Apple
2154,2007.99.90,,Other
2155,2008,,"Fruit, nuts and other edible parts of plants, otherwise prepared or
preserved, whether or not containing added sugar or other
sweetening matter or spirit, not elsewhere specified or included."
2156,,,"Nuts, ground-nuts and other seeds, whether or not mixed together :"
2157,2008.11.00,,Ground-nuts
2158,2008,,"Other, including Mixtures"
2159,2008.19.10,,"Cashew nut, roasted, salted or roasted and salted"
2160,2008.19.20,,Other roasted nuts and seeds
2161,2008.19.30,,"Other nuts, otherwise preparted or preserved"
2162,2008.19.40,,Other roasted and fried vegetable products
2163,2008.19.90,,Other
2164,2008.20.00,,Pineapple
2165,2008.30,,Citrus fruit
2166,2008.30.10,,Orange
2167,2008.30.90,,Other
2168,2008.40.00,,Pears
2169,2008.50.00,,Apricots
2170,2008.60.00,,Cherries
2171,2008.70.00,,"Peaches, including nectarines"
2172,2008.80.00,,Strawberries
2173,,,"Other, including mixtures other than those of sub-heading 2008 19 :"
2174,2008.91.00,,Palm hearts
2175,2008.93 00,,"Cranberries(Vaccinium macrocarpon, Vaccinium oxycoccos
Vaccinium vitis idaea)"
2176,20089700,,Mixtures
2177,2009,,Other
2178,,,Squash :
2179,2008.99.11,,Mango
2180,2008.99.12,,Lemon
2181,2008.99.13,,Orange
2182,2008.99.14,,Pineapple
2183,2008.99.19,,Other
2184,,,Other :
2185,2008.99.91,,Fruit cocktail
2186,2008.99.92,,Grapes
,,,
SL NO,HS CODE,,DESCRIPTION
2187,2008.99.93,,Apples
2188,2008.99.94,,Guava
2189,2008.99.99,,Other
2190,2009,,"Fruit juices (including grape must) and vegetable juices,
unfermented and not containing added spirit, whether or not
containing added sugar or other sweetening matter."
2191,,,Orange juice :
2192,2009.11.00,,Frozen
2193,2009.12.00,,"Not frozen, or a Brix value not exceeding 20"
2194,2009.19 00,,Other
2195,,,Grapefruit (including pomelo ) juice :
2196,2009.21 00,,-- Of a Brix value not exceeding 20
2197,2009.29.00,,Other
2198,,,Juice of any other single citrus fruit:
2199,2009.31 00,,-- Of a Brix value not exceeding 20
2200,2009.39.00,,Other
2201,,,Pineapple juice :
2202,2009.41 00,,-- Of a Brix value not exceeding 20
2203,2009.49.00,,Other
2204,2009.50.00,,Tomato juice
2205,,,grape juice (including grape must):
2206,2009.61 00,,-- Of a Brix value not exceeding 30
2207,2009.69.00,,Other
2208,,,Apple juice :
2209,2009.71 00,,-- Of a Brix value not exceeding 20
2210,2009.79.00,,Other
2211,,,Juice of any other single citrus fruit: or vegatable:
2212,2009.81 00,,"Cranberries(Vaccinium macrocarpon, Vaccinium oxycoccos"
2213,200989,,Other
2214,2009.89.10,,Mango juice
2215,2009.89.90,,other
2216,2009.90.00,,Mixtures of juices
2217,2101,,"Extracts, essences and concentrates, of coffee, tea or maté and
preparations with a basis of these products or with a basis of coffee,
tea or maté; roasted chicory and other roasted coffee substitutes,
and extracts, essences and concentrates thereof."
2218,,,"Extracts, essences and concentrates of coffee, and preparations
with a basis of these extracts, essences or concentrates or with a
basis of coffee :"
2219,2101,,"Extracts, essences and concentrates"
2220,2101.11.10,,"Instant coffee, flavoured"
2221,2101.11.20,,"Instant coffee, not flovered"
2222,2101.11.30,,Coffee aroma
2223,2101.11.90,,Other
2224,2101,,"Preparations with a basis of Extracts, essences or concentrates or
with a basis of coffee"
2225,2101.12.00,,"Preparations with basis of extracts, essences concentrates or with a basis
of coffee"
2226,2101.20,,Bellies (streaky) and cuts thereof
2227,2101.20.10,,Instant tea
2228,2101.20.20,,Quick brewing black tea
,,,
SL NO,HS CODE,,DESCRIPTION
2229,2101.20.30,,Tea aroma
2230,2101.20.90,,Other
2231,2101.30,,"roasted chicory and Other roasted coffee substitutes, and Extracts,
essences and concentrates thereof"
2232,2101.30.10,,Roasted chicory
2233,2101.30.20,,Roasted coffee substitutes
2234,2101.30.90,,Other
2235,2102,,"Yeasts (active or inactive); other single-cell micro-organisms, dead
(but not including vaccines of heading 3002); prepared baking
powders."
2236,2102.10,,active yeasts
2237,2102.10.10,,Culture yeast
2238,2102.10.20,,Baker's yeast
2239,2102.10.90,,Other
2240,2102.20,,"- Inactive yeasts; other single-cell micro-organisms, dead"
2241,2102.20.00,,"Inactive yeasts, other single-cell micro-organisms, dead"
2242,2102.30,,prepared baking Powders
2243,2102.30.00,,Preparted baking powders
2244,2103,,"Sauces and preparations therefor; mixed condiments and mixed
seasonings; mustard flour and meal and prepared mustard."
2245,2103.10,,soya sauce
2246,2103.10.00,,Soya sauce
2247,2103.20,,Tomato ketchup and Other Tomato sauces
2248,2103.20.00,,Tomato ketchup and other tomato sauces
2249,2103.30,,Mustard flour and meal and prepared Mustard
2250,2103.30.00,,Mustard flour and meal and prepared mustard
2251,2103.90,,Other
2252,2103.90.10,,Curry paste
2253,2103.90.20,,Chilli sauce
2254,2103.90.30,,Majonnaise and salad dressings
2255,2103.90.40,,"Mixed, condiments and mixed seasoning"
2256,2103.90.90,,Other
2257,2104,,"Soups and broths and preparations therefor; homogenised
composite food preparations."
2258,2104.10,,Soups and broths and Preparations therefor
2259,2104.10.10,,Dried
2260,2104.10.90,,Other
2261,2104.20,,Homogenised composite food Preparations
2262,2104.20.00,,Homogenised composite food preparations
2263,2105,,"Ice cream and other edible ice, whether or not containing cocoa."
2264,2105.00,,"Ice cream and other edible ice, whether or not containing cocoa."
2265,2105.00.00,,"ICECREAM AND OTHER EDIBLE ICE, WHETHER OR NOT
CONTAINING COCOA"
2266,2106,,Food preparations not elsewhere specified or included.
2267,2106.10,,Protein concentrates and textured Protein substances
2268,2106.10.00,,Protein concentrates and textured protein substances.
2269,2106.90,,Other
2270,,,Soft drink concentrates :
2271,2106.90.11,,Sharbat
,,,
SL NO,HS CODE,,DESCRIPTION
2272,2106.90.19,,Other
2273,2106.90.20,,Pan masala
2274,2106.90.30,,"Betel nut product known as ""Supari"""
2275,2106.90.40,,"Sugar-syrups containing added flavouring or colouring matter, not
elsewhere specified or included; lactose syrup; glucose syrup and malto
dextrine syrup"
2276,2106.90.50,,Compound preparations for making non-alcoholic beverages
2277,2106.90.60,,Food flavouring material
2278,2106.90.70,,Churna for pan
2279,2106.90.80,,Custard powder
2280,,,Other :
2281,2106.90.91,,Diabetic foods
2282,2106.90.92,,Sterilized or pasteurized millstone
2283,2106.90.99,,Other
2284,2201,,"Waters, including natural or artificial mineral waters and aerated
waters, not containing added sugar or other sweetening matter nor
flavoured; ice and snow."
2285,2201.10,,mineral waters and aerated waters
2286,2201.10.10,,Mineral waters
2287,2201.10.20,,Aerated waters
2288,2201.90,,Other
2289,2201.90.10,,Ice and snow
2290,2201.90.90,,Other
2291,2202,,"Waters, including mineral waters and aerated waters, containing
added sugar or other sweetening matter or flavoured, and other non-
alcoholic beverages, not including fruit or vegetable juices of
heading 2009."
2292,2202.10,,"waters, including mineral waters and aerated waters, containing
added sugar or Other sweetening matter or flavoured"
2293,2202.10.10,,Aerated waters
2294,2202.10.20,,Lemonade
2295,2202.10.90,,Other
2296,,,
2297,22029100,,Non alcoholic beer
2298,220299,,Other:
2299,22029910,,"Soya milk drinks, whether or not sweetened or flavoured"
2300,22029920,,Fruit pulp or fruit juice based drink
2301,22029930,,Beverages containing milk
2302,22029990,,Other
2303,2203,,Beer made from malt.
2304,2203.00,,Beer made from malt.
2305,2203.00.00,,BEER MADE FROM MALT
2306,2204,,"Wine of fresh grapes, including fortified wines; grape must other
than that of heading 2009."
2307,2204.10,,Sparkling wine
2308,2204.10.00,,Sparkling wine
2309,,,"Other wine; grape must with fermentation prevented or arrested by the
addition of alcohol :"
2310,2204,,-- In containers holding 2 l or less
2311,2204.21.10,,Port and other red wines
2312,2204.21.20,,Sherry and other white wines
,,,
SL NO,HS CODE,,DESCRIPTION
2313,2204.21.90,,other
2314,220422,,In containers holding more than 2 l but not more than 10 l
2315,22042210,,Port and other red wines
2316,22042220,,Sherry and other white wines
2317,22042290,,Other
2318,2204,,Other
2319,2204.29.10,,Port and other red wines
2320,2204.29.20,,Sherry and other white wines
2321,2204.29.90,,Other
2322,2204.30,,Other grape must
2323,2204.30.00,,Other grape must
2324,2205,,"Vermouth and other wine of fresh grapes flavoured with plants or
aromatic substances."
2325,2205.10,,- In containers holding 2 l or less
2326,2205.10.00,,In containers holding 21 or less
2327,2205.90,,Other
2328,2205.90.00,,Other
2329,2206,,"Other fermented beverages (for example, cider, perry, mead);
mixtures of fermented beverages and mixtures of fermented
beverages and non-alcoholic beverages, not elsewhere specified or
included."
2330,2206.00,,"Other fermented beverages (for example, cider, perry, mead);
mixtures of fermented beverages and mixtures of fermented
beverages and non-alcoholic beverages, not elsewhere specified or
included."
2331,2206.00.00,,"OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY,
MEAD, SAKE); MIXTURES OF FERMENTED BEVERAGES AND
NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR
INCLUDED"
2332,2207,,"Undenatured ethyl alcohol of an alcoholic strength by volume of
80% vol or higher; ethyl alcohol and other spirits, denatured, of any
strength."
2333,2207.10,,"- Undenatured ethyl alcohol of an alcoholic strength by volume of
80% vol or higher"
2334,,,rectified spirit :
2335,2207.10.11,,Concentrates of alcoholic beverages
2336,2207.10.19,,Other
2337,2207.10.90,,Other
2338,2207.20,,"ethyl alcohol and Other spirits, denatured, of any strength"
2339,2207.20.00,,"Ethyl alcohol and other spirits, denatured, of any strength"
2340,2208,,"Undenatured ethyl alcohol of an alcoholic strength by volume of
less than 80 % vol; spirits, liqueurs and other spirituous beverages."
2341,2208.20,,spirits obtained by distilling grape wine or grape marc
2342,,,In containers holding 21 or less
2343,2208.20.11,,Brandy
2344,2208.20.12,,Liquors
2345,2208.20.19,,Other
2346,2208.20.91,,Brandy
2347,2208.20.92,,Liquors
2348,2208.20.99,,Other
2349,2208.30,,Whiskies
2350,,,In containers holding 21 or less
,,,
SL NO,HS CODE,,DESCRIPTION
2351,2208.30.11,,Bourbon whiskey
2352,2208.30.12,,Scotch
2353,2208.30.13,,Blended
2354,2208.30.19,,other
2355,2208.30.91,,Bourbon whiskey
2356,2208.30.92,,Scotch
2357,2208.30.93,,Blended
2358,2208.30.99,,other
2359,2208.40,,"Rum and Other spirits obtained by distilling fermented sugar-Cane
Products"
2360,,,In containers holding 21 or less
2361,2208.40.11,,Rum
2362,2208.40.12,,Other
2363,2208.40.91,,Rum
2364,2208.40.92,,Other
2365,2208.50,,Gin and Geneva
2366,,,In containers holding 21 or less
2367,2208.50.11,,Gin
2368,2208.50.12,,Geneva
2369,2208.50.13,,Vodka
2370,,,Other :
2371,2208.50.91,,Gin
2372,2208.50.92,,Geneva
2373,2208.50.93,,Vodka
2374,,,
2375,,,
2376,2208.70,,Liqueurs and cordials
2377,,,In containers holding 21 or less
2378,2208.70.11,,Liqueurs
2379,2208.70.12,,Cordials
2380,,,Other :
2381,2208.70.91,,Liqueurs
2382,2208.70.92,,Cordials
2383,2208.90,,Other
2384,,,In containers holding 21 or less
2385,2208.90.11,,Tequila
2386,2208.90.12,,Indentured ethyl alcohol
2387,2208.90.19,,Other
2388,,,Other :
2389,2208.90.91,,Tequila
2390,2208.90.92,,Indentured ethyl alcohol
2391,2208.90.99,,Other
2392,2209,,Vinegar and substitutes for vinegar obtained from acetic acid.
2393,2209.00,,Vinegar and substitutes for vinegar obtained from acetic acid.
2394,2209.00.10,,Brewed vinegar
2395,2209.00.20,,Synthetic vinegar
2396,2209.00.90,,Other
2397,2301,,"Flours, meals and pellets, of meat or meat offal, of fish or of
crustaceans, molluscs or other aquatic invertebrates, unfit for
human consumption; greaves."
,,,
SL NO,HS CODE,,DESCRIPTION
2398,2301.10,,"- Flours, meals and pellets, of meat or meat offal; greaves"
2399,2301.10.10,,Meat meals and pellets (including tankage)
2400,2301.10.90,,Other (including greaves)
2401,2301.20,,"Flours, meals and pellets, of fish or of crustaceans, molluscs or
Other aquatic invertebrates"
2402,,,"Fish meal, unfit for human consumption :"
2403,2301.20.11,,In powder form
2404,2301.20.19,,Other
2405,2301.20.90,,Other
2406,2302,,"Bran, sharps and other residues, whether or not in the form of
pellets, derived from the sifting, milling or other working of cereals
or of leguminous plants."
2407,2302.10,,of maize (corn)
2408,2302.10.10,,Maize Bran
2409,2302.10.90,,Other
2410,2302.30,,of wheat
2411,2302.30.00,,Of wheat
2412,2302.40,,of Other cereals
2413,2302.40.00,,Of other cereals
2414,2302.50,,of leguminous plants
2415,2302.50.00,,Of leguminous plants
2416,2303,,"Residues of starch manufacture and similar residues, beet-pulp,
bagasse and other waste of sugar manufacture, brewing or distilling
dregs and waste, whether or not in the form of pellets."
2417,2303.10,,Residues of starch manufacture and similar Residues
2418,2303.10.00,,Residues of starch manufacture and similar residues
2419,2303.20,,"beet-pulp, bagasse and Other Waste of sugar manufacture"
2420,2303.20.00,,"Beet-pulp, bagasse and other waste of sugar manufacture"
2421,2303.30,,Brewing or distilling dregs and Waste
2422,2303.30.00,,Brewing or distilling dregs and waste
2423,2304,,"Oil-cake and other solid residues, whether or not ground or in the
form of pellets, resulting from the extraction of soyabean oil."
2424,2304.00,,"Oil-cake and other solid residues, whether or not ground or in the
form of pellets, resulting from the extraction of soyabean oil."
2425,2304.00.10,,"Oil-cake and oil-cake meal of soyabean, expeller variety"
2426,2304.00.20,,"Oil-cake of soyabean, solvent extract (defatted) variety"
2427,2304.00.30,,"Meal of soyabean, solvent extracted (defatted)"
2428,2304.00.90,,Other
2429,2305,,"Oil-cake and other solid residues, whether or not ground or in the
form of pellets, resulting from the extraction of ground-nut oil."
2430,2305.00,,"Oil-cake and other solid residues, whether or not ground or in the
form of pellets, resulting from the extraction of ground-nut oil."
2431,2305.00.10,,"Oil-cake and oil-cake meal of ground nut, expeller variety"
2432,2305.00.20,,"Oil-cake and oil-cake meal of ground-nut, solvent extracted variety
(defatted)"
2433,2305.00.90,,Other
2434,2306,,"Oil-cake and other solid residues, whether or not ground or in the
form of pellets, resulting from the extraction of vegetable fats or oils,
other than those of heading 2304 or 2305."
,,,
SL NO,HS CODE,,DESCRIPTION
2435,2306.10,,of cotton Seeds
2436,2306.10.10,,"Oil-cake and oil-cake meal, decorticated expeller variety"
2437,2306.10.20,,"Oil-cake and oil-cake meal, decorticated, solvent extract (defatted)variety"
2438,2306.10.30,,"Oil-cake and oil-cake meal, undecorticated, expeller variety"
2439,2306.10.40,,"Oil-cake and oil-cake meal, undecorticated, solvent extracted (defatted)
variety"
2440,2306.10.90,,Other
2441,2306.20,,of linseed
2442,2306.20.10,,"Oil-cake and oil-cake meal, expeller variety"
2443,2306.20.20,,"Oil-cake and oil-cake meal, solvent extracted (defatted) variety"
2444,2306.20.90,,Other
2445,2306.30,,of sunflower Seeds
2446,2306.30.10,,"Oil-cake and oil-cake meal, expeller variety"
2447,2306.30.20,,"Oil-cake and oil-cake meal, solvent extracted (defatted) variety"
2448,2306.30.90,,Other
2449,,,Of rape or colza seeds
2450,2306,,of low erucic acid rape or colza Seeds
2451,2306.41.00,,Of low erucic acid rape or colza seeds
2452,2306,,Other
2453,2306.49.00,,Other
2454,2306.50,,of coconut or copra
2455,2306.50.10,,"Oil-cake and oil-cake meal, expeller variety"
2456,2306.50.20,,"Oil-cake and oil-cake meal, solvent extracted (defatted) variety"
2457,2306.50.90,,Other
2458,2306.60,,of Palm nuts or kernels
2459,2306.60.00,,Of palm nuts or kernels
2460,2306.90,,Other
2461,,,"Oil-cake and oil-cake meal, expeller variety"
2462,2306.90.11,,Of mowra seeds
2463,2306.90.12,,Of mustard seeds
2464,2306.90.13,,Of niger seeds
2465,2306.90.14,,Of seasamum seed
2466,2306.90.15,,Of mango kernel
2467,2306.90.16,,Of sal (de-oiled)
2468,2306.90.17,,Of castor seeds
2469,2306.90.18,,Of neem seeds
2470,2306.90.19,,Of other seeds
2471,,,"Oil-cake and oil-cake meal, solvent extracted (defatted) variety"
2472,2306.90.21,,Of mustard seeds
2473,2306.90.22,,Of niger seeds
2474,2306.90.23,,Of cardi seeds
2475,2306.90.24,,Of seasamum seed
2476,2306.90.25,,Of mango kernel
2477,2306.90.26,,Of sal (de-oiled)
2478,2306.90.27,,Of castor seeds
2479,2306.90.28,,Of neem seeds
2480,2306.90.29,,Of other seeds
2481,2306.90.30,,Residues babool seed extraction
2482,2306.90.90,,Other
,,,
SL NO,HS CODE,,DESCRIPTION
2483,2307,,Wine lees; argol.
2484,2307.00,,Wine lees; argol.
2485,2307.00.00,,WINE LESS; ARGOL
2486,2308,,"Vegetable materials and vegetable waste, vegetable residues and by-
products, whether or not in the form of pellets, of a kind used in
animal feeding, not elsewhere specified or included."
2487,2308.00,,"Vegetable materials and vegetable waste, vegetable residues and by-
products, whether or not in the form of pellets, of a kind used in
animal feeding, not elsewhere specified or included."
2488,2308.00.00,,"VEGETABLE MATERIALS AND VEGE-TABLE WASTE, VEGETABLE
RESIDUES AND BY-PRODUCTS, WHETHER OR NOT IN THE FORM
OF PELLETS, OF A KIND USED IN ANIMAL FEEDING, NOT ELSE-
WHERE SPECIFIED OR INCLUDED"
2489,2309,,Preparations of a kind used in animal feeding.
2490,2309.10,,"Dog or cat food, put up for retail sale"
2491,2309.10.00,,"Dog or cat food, put up for retail sale"
2492,2309.90,,Other
2493,2309.90.10,,Compounded animal feed
2494,2309.90.20,,Concentrates for compound animal feed
2495,,,"feeds for fish (prawn, etc)"
2496,2309.90.31,,Prawn and shrimps feed
2497,2309.90.32,,Fish meal in powdered form
2498,2309.90.39,,Other
2499,2309.90.90,,Other
2500,2401,,Unmanufactured tobacco; tobacco refuse.
2501,2401.10,,"tobacco, Not stemmed/stripped"
2502,2401.10.10,,Flue cured virginia tobacco
2503,2401.10.20,,Sun cured country(natu) tobacco
2504,2401.10.30,,Sun cured virginia tobacco
2505,2401.10.40,,burley tobacco
2506,2401.10.50,,"Tobacco for manufacture of biris, not stemmed"
2507,2401.10.60,,Tobacco for manufacture of chewing tobacco
2508,2401.10.70,,Tobacco for manufacture of cigar and cheroot
2509,2401.10.80,,Tobacco for manufacture of hookah tobacco
2510,2401.10.90,,Other
2511,2401.20,,"tobacco, partly or wholly stemmed/stripped"
2512,2401.20.10,,Flue cured virginia tobacco
2513,2401.20.20,,Sun cured country (natu) tobacco
2514,2401.20.30,,Sun cured virginia tobacco
2515,2401.20.40,,Burley tobacco
2516,2401.20.50,,"Tobacco for manufacture of biris,"
2517,2401.20.60,,Tobacco for manufacture of chewing tobacco
2518,2401.20.70,,Tobacco for manufacture of cigar and cheroot
2519,2401.20.80,,Tobacco for manufacture of hookah tobacco
2520,2401.20.90,,Other
2521,2401.30,,tobacco refuse
2522,2401.30.00,,Tobacco refuse
2523,2402,,"Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco
substitutes."
2524,2402.10,,"Cigars, cheroots and cigarillos, containing tobacco"
,,,
SL NO,HS CODE,,DESCRIPTION
2525,2402.10.10,,Cigar and cheroots
2526,2402.10.20,,Cigarillos
2527,2402.20,,Cigarettes containing tobacco
2528,2402.20.10,,"Other than filter cigarettes, of length not exceeding 60 millimetres"
2529,2402.20.20,,"Other than filter cigarettes, of length exceeding 60 millimetres but not
exceeding 70 millimetres"
2530,2402.20.30,,"Filter cigarettes of length (including the length of the filter, the length of
filter being 11 millimetres or its actual length, whichever is more) not
exceeding 60 millimetres"
2531,2402.20.40,,"Filter cigarettes of length (including the length of the filter, the length of
filter beign 11 millimetres or its actual length, whichever is more)
exceeding 60 millimetres but not exceeding 70 millimetres"
2532,2402.20.50,,"Filter cigarettes of length (including the length of the filter, the length of
filter being 11 millimetres or its actual length, whichever is more
(exceeding 70 millimetres but not exceeding 75 millimetres"
2533,2402.20.60,,"Filter cigarettes of length (including the length of the filter, the length of
filter being 11 millimetres or its actual length, whichever is more
(exceeding 75 millimetres but not exceeding 85 millimetres"
2534,2402.20.90,,Other
2535,2402.90,,Other
2536,2402.90.10,,Cigarettes of tobacco substitutes
2537,2402.90.20,,Cigarillos of tobacco substitutes
2538,2402.90.90,,Other
2539,2403,,"Other manufactured tobacco and manufactured tobacco substitutes;
“homogenised” or “reconstituted” tobacco; tobacco extracts and
essences."
2540,,,"Smoking tobacco, whether or Not containing tobacco substitutes in
any proportion"
2541,240311,,Water pipe tobacco specified in Sub heading Note to this Chapter:
2542,2403.11.10,,Hookah or gudaku tobacco
2543,2403.11 90,,Other
2544,2403,,Other
2545,2403.19 10,,Smoking mixtures for pipes and cigarettes
2546,,,Birls:
2547,2403,,"Other than paper rolled biris, Tumanufactured without the aid of
machine"
2548,2403,,Other
2549,2403.19 90,,Other
2550,,,Other
2551,24039100,,Hmogenised or reconsitituted tobacco
2552,240399,,Other
2553,24039910,,Chewing tobacco
2554,2403.99.20,,Preparations containing chewing tobacco
2555,2403.99.30,,Jarda scented tobaco
2556,2403.99.40,,Snuff
2557,2403.99.50,,Preparations containing snuff
2558,2403.99.60,,Tobacco extracts and essence
2559,2403.99.70,,Cut-tobacco
2560,2403.99.90,,Other
,,,
SL NO,HS CODE,,DESCRIPTION
2561,2501,,"Salt (including table salt and denatured salt) and pure sodium
chloride, whether or not in aqueous solution or containing added
anti-caking or free-flowing agents; sea water."
2562,2501.00,,"Salt (including table salt and denatured salt) and pure sodium
chloride, whether or not in aqueous solution or containing added
anti-caking or free-flowing agents; sea water."
2563,2501.00.10,,Common Salt (including iodised salt)
2564,2501.00.20,,Rock Salt
2565,2501.00.90,,Other
2566,2502,,Unroasted iron pyrites.
2567,2502.00,,Unroasted iron pyrites.
2568,2502.00.00,,Unroasted iron pyrites
2569,2503,,"Sulphur of all kinds, other than sublimed sulphur, precipitated
sulphur and colloidal sulphur."
2570,2503.00,,"Sulphur of all kinds, other than sublimed sulphur, precipitated
sulphur and colloidal sulphur."
2571,2503.00.10,,Sulphur recovered as by-product in refining of crude oil
2572,2503.00.90,,Other
2573,2504,,Natural graphite.
2574,2504.10,,in powder or in Flakes
2575,2504.10.10,,"Graphite, crystalline"
2576,2504.10.20,,"Graphite, amorphous"
2577,2504.10.90,,Other
2578,2504.90,,Other
2579,2504.90.10,,"Graphite, micronised"
2580,2504.90.90,,Other
2581,2505,,"Natural sands of all kinds, whether or not coloured, other than
metalbearing sands of Chapter 26."
2582,2505.10,,silica sands and quartz sands
2583,,,Sillica sands :
2584,2505.10.11,,Processed (White)
2585,2505.10.12,,Processed (Brown)
2586,2505.10.19,,Other
2587,2505.10.20,,Quartz sands
2588,2505.90,,Other
2589,2505.90.00,,Other
2590,2506,,"Quartz (other than natural sands); quartzite, whether or not roughly
trimmed or merely cut, by sawing or otherwise, into blocks or slabs
of a rectangular (including square) shape."
2591,2506.10,,quartz
2592,2506.10.10,,In lumps
2593,2506.10.20,,In powder <br> Quartzite :
2594,2506.20,,Quartzite
2595,2506.20.10,,In lumps
2596,2506.20.20,,In powder
2597,2506.20.90,,Other
2598,2507,,"Kaolin and other kaolinic clays, whether or not calcined."
2599,2507.00,,"Kaolin and other kaolinic clays, whether or not calcined."
2600,2507.00.10,,Crude <br> Other:
2601,2507.00.21,,Pharmaceutical grade
2602,2507.00.22,,Ceramic grade
2603,2507.00.29,,Other
,,,
SL NO,HS CODE,,DESCRIPTION
2604,2508,,"Other clays (not including expanded clays of heading 6806),
andalusite, kyanite and sillimanite, whether or not calcined; mullite;
chamotte or dinas earths."
2605,2508.10,,Bentonite
2606,2508.10.10,,Crude
2607,2508.10.90,,"Other (includes processed, activated and ground)"
2608,2508.30,,Fire-clay
2609,2508.30.10,,Non-plastic
2610,2508.30.20,,Semi-plastic
2611,2508.30.30,,Plastic
2612,2508.30.90,,Other
2613,2508.40,,Other clays
2614,2508.40.10,,Ball Clay
2615,2508.40.20,,Earth Clay
2616,2508.40.90,,Other
2617,2508.50,,"Andalusite, kyanite and sillimanite"
2618,2508.50.10,,Andalusite <br> Kyanite:
2619,2508.50.21,,"Crude,other than calcined"
2620,2508.50.22,,"Processed, other than calcined (washed or ground or screened or
beneficiated)"
2621,2508.50.23,,Calcined <br> Sillimanite:
2622,2508.50.31,,Lumps
2623,2508.50.32,,Fines (including sand)
2624,2508.50.39,,Other
2625,2508.60,,Mullite
2626,2508.60.00,,Mullite
2627,2508.70,,Chamotte or dinas earths
2628,2508.70.00,,Chamotte or dinas earths
2629,2509,,Chalk.
2630,2509.00,,Chalk.
2631,2509.00.00,,Chalk
2632,2510,,"Natural calcium phosphates, natural aluminium calcium phosphates
and phosphatic chalk."
2633,2510.10,,Unground
2634,2510.10.10,,Natural calcium phosphates
2635,2510.10.20,,Natural aluminium calcium phosphate
2636,2510.10.30,,Natural calcium phosphate apatite
2637,2510.10.90,,Other
2638,2510.20,,ground
2639,2510.20.10,,Natural calcium phosphates
2640,2510.20.20,,Natural aluminium calcium phosphates
2641,2510.20.30,,Natural calcium phosphates apatite
2642,2510.20.90,,Other
2643,2511,,"Natural barium sulphate (barytes); natural barium carbonate
(witherite), whether or not calcined, other than barium oxide of
heading 2816."
2644,2511.10,,Natural barium sulphate (barytes)
2645,2511.10.10,,Lumps
2646,2511.10.20,,Powder
2647,2511.10.90,,Other
2648,2511.20,,Natural barium carbonate (witherite)
,,,
SL NO,HS CODE,,DESCRIPTION
2649,2511.20.00,,Natural barium carbonate (witherite)
2650,2512,,"Siliceous fossil meals (for example, kieselguhr, tripolite and
diatomite) and similar siliceous earths, whether or not calcined, of
an apparent specific gravity of 1 or less."
2651,2512.00,,"Siliceous fossil meals (for example, kieselguhr, tripolite and
diatomite) and similar siliceous earths, whether or not calcined, of
an apparent specific gravity of 1 or less."
2652,2512.00.10,,Kieselguhr
2653,2512.00.20,,Tripolite
2654,2512.00.30,,Diatomite
2655,2512.00.90,,Other
